2552, 80, 1782, -19
2634, 69, 1763, -9
2704, 116, 1754, -9
2821, 82, 1745, -16
2904, 58, 1729, -12
2963, 80, 1717, -20
3043, 32, 1697, -28
3075, 16, 1669, -16
3091, 30, 1653, -3
3122, 43, 1650, -11
3165, 43, 1639, -11
3209, 13, 1628, -7
3222, -3, 1621, -11
3220, 25, 1610, -14
3246, -1, 1596, -15
3246, 18, 1581, -17
3264, 36, 1564, -4
3302, -9, 1560, 3
3294, 35, 1563, -11
3330, 16, 1552, -5
3346, 20, 1547, -7
3369, 12, 1540, -13
3384, 48, 1527, -6
3435, 3, 1521, -13
3439, 7, 1508, -13
3448, 51, 1495, -7
3500, 49, 1488, -3
3549, 33, 1485, -1
3582, 70, 1484, 12
3652, 56, 1496, -9
3710, 20, 1487, -3
3730, 0, 1484, -11
3734, 35, 1473, 11
3770, 18, 1484, 10
3790, 38, 1494, -20
3829, 45, 1474, -8
3875, 50, 1466, -16
3926, 32, 1450, 4
3961, 50, 1454, -3
4012, 62, 1451, -5
4076, 62, 1446, -1
4139, 37, 1445, -1
4176, 36, 1444, 3
4213, 46, 1447, 4
4262, 65, 1451, -6
4327, 38, 1445, -12
4368, 49, 1433, -6
4419, 43, 1427, -3
4462, 54, 1424, -7
4518, 41, 1417, -11
4560, 58, 1406, 16
4618, 20, 1422, 10
4641, 35, 1432, 9
4678, -9, 1441, 13
4672, 44, 1454, 0
4717, 69, 1454, 4
4787, 66, 1458, 12
4854, 56, 1470, 1
4912, 48, 1471, -7
4963, 96, 1464, -10
5059, 101, 1454, 0
5162, 62, 1454, -6
5225, 34, 1448, -2
5261, 42, 1446, 5
5305, 24, 1451, -3
5332, 47, 1448, 3
5380, 1, 1451, 15
5383, 36, 1466, -5
5422, 71, 1461, 3
5497, 108, 1464, 17
5611, 23, 1481, 6
5637, 54, 1487, 8
5691, 42, 1495, 15
5737, -16, 1510, 10
5723, 15, 1520, 9
5741, 45, 1529, 11
5790, -11, 1540, 14
5782, 16, 1554, 8
5802, 19, 1562, 20
5823, 66, 1582, 7
5893, 6, 1589, 10
5902, 0, 1599, 8
5907, 34, 1607, 11
5947, 9, 1618, 17
5957, 85, 1635, 8
6045, 36, 1643, 12
6083, 58, 1655, 4
6141, 51, 1659, 8
6195, 58, 1667, 0
6257, 7, 1667, 19
6271, 7, 1686, 2
6284, 22, 1688, 14
6309, 8, 1702, 3
6319, 29, 1705, -1
6351, 53, 1704, -3
6411, 22, 1701, -1
6435, 9, 1700, 6
6447, 19, 1706, 9
6469, 7, 1715, 10
6479, 29, 1725, -3
6511, 50, 1722, 9
6566, 66, 1731, 14
6635, 3, 1745, -12
6641, 39, 1733, 1
6682, 43, 1734, 13
6729, 33, 1747, 3
6764, 55, 1750, 8
6825, 54, 1758, 10
6880, 57, 1768, 1
6942, 107, 1769, -7
7053, 90, 1762, -3
7145, 117, 1759, -7
7264, 104, 1752, 20
7373, 134, 1772, 24
7509, 140, 1796, 16
7654, 186, 1812, -4
7843, 202, 1808, 15
8046, 284, 1823, -6
8334, 198, 1817, 1
8533, 166, 1818, 5
8705, -23, 1823, 1
8684, -18, 1824, -9
8668, 4, 1815, -1
8676, 18, 1814, 22
8695, 22, 1836, -4
8722, 7, 1832, 2
8734, 49, 1834, -4
8784, 36, 1830, 5
8825, -19, 1835, 27
8810, 17, 1862, -4
8832, -10, 1858, -19
8828, 24, 1839, -6
8855, 59, 1833, -6
8921, -6, 1827, -17
8923, 4, 1810, 5
8934, 47, 1815, -16
8983, -45, 1799, 5
8947, 58, 1804, -1
9011, 42, 1803, 12
9058, 34, 1815, 8
9098, 54, 1823, 12
9156, 86, 1835, 17
9245, -5, 1852, 16
9247, 26, 1868, 16
9275, 119, 1884, 20
9398, 20, 1904, 12
9423, 47, 1916, 17
9479, 106, 1933, 29
9590, 38, 1962, 25
9635, 41, 1987, 25
9685, 34, 2012, 57
9725, 83, 2069, 55
9816, 109, 2124, 62
9932, 47, 2186, 99
9987, 149, 2285, 107
10148, 141, 2392, 110
10296, 73, 2502, 100
10376, 110, 2602, 36
10494, 102, 2638, -14
10606, 157, 2624, 0
10770, 64, 2624, 0
10839, 20, 2624, -18
10866, -66, 2606, -3
10810, -40, 2603, -20
10776, -42, 2583, 4
10741, -76, 2587, -17
10672, -88, 2570, -16
10590, 27, 2554, -23
10621, -27, 2531, -2
10598, 12, 2529, -5
10614, 44, 2524, 3
10664, 92, 2527, 1
10764, 22, 2528, 6
10792, 31, 2534, 12
10830, 2, 2546, 13
10834, 8, 2559, 20
10849, -14, 2579, 12
10837, 76, 2591, 10
10920, -28, 2601, 27
10904, -64, 2628, 10
10848, 35, 2638, 5
10892, 21, 2643, 35
10922, 58, 2678, 11
10984, -18, 2689, 6
10978, -27, 2695, 5
10956, -47, 2700, -2
10919, -37, 2698, 10
10892, -42, 2708, 16
10857, 13, 2724, 28
10882, 15, 2752, -1
10902, -31, 2751, 22
10878, 57, 2773, -18
10937, 12, 2755, 6
10955, 18, 2761, 19
10984, -18, 2780, 16
10969, 40, 2796, 21
11019, 0, 2817, 17
11028, 48, 2834, 14
11085, 28, 2848, -1
11121, 28, 2847, 17
11160, 34, 2864, 19
11197, -8, 2883, -6
11198, 16, 2877, 13
11221, 27, 2890, 36
11258, -51, 2926, 24
11220, 4, 2950, 25
11233, 32, 2975, 8
11270, 19, 2983, 46
11295, -24, 3029, 18
11279, -19, 3047, 22
11266, 36, 3069, 36
11318, 6, 3105, 7
11329, 46, 3112, -21
11382, 47, 3091, -5
11439, 6, 3086, 2
11455, -11, 3088, 8
11454, 11, 3096, 39
11473, 33, 3135, 33
11514, 31, 3168, 2
11548, 18, 3170, 6
11572, 12, 3176, 15
11590, 72, 3191, 28
11671, 81, 3219, 21
11762, 11, 3240, 48
11786, 47, 3288, 34
11842, -38, 3322, 41
11811, 17, 3363, 20
11837, 29, 3383, 4
11875, -38, 3387, -6
11848, 122, 3381, -27
11979, 46, 3354, -11
12030, 63, 3343, -2
12106, 51, 3341, -31
12165, 51, 3310, -18
12221, 11, 3292, -20
12236, -3, 3272, -6
12242, -22, 3266, -12
12227, -6, 3254, 21
12228, -19, 3275, 17
12214, 40, 3292, 37
12258, 20, 3329, 44
12284, 10, 3373, 32
12301, -5, 3405, 39
12301, -31, 3444, 60
12282, -13, 3504, 12
12277, 29, 3516, 29
12310, -12, 3545, 57
12311, 10, 3602, 82
12332, 23, 3684, 50
12365, -13, 3734, 50
12359, 53, 3784, 21
12418, 33, 3805, 4
12460, -4, 3809, 20
12467, 78, 3829, 47
12554, 66, 3876, 28
12624, 52, 3904, 19
12683, 128, 3923, 28
12821, 76, 3951, 44
12911, 94, 3995, 48
13013, 105, 4043, 50
13128, 198, 4093, 58
13335, 174, 4151, 59
13515, 45, 4210, 37
13565, 88, 4247, 64
13661, 58, 4311, 62
13728, -4, 4373, 81
13731, -28, 4454, 77
13711, -32, 4531, 77
13686, -29, 4608, 125
13664, 26, 4733, 103
13702, 49, 4836, 97
13760, 41, 4933, 65
13810, 80, 4998, -22
13897, 32, 4976, -67
13940, -9, 4909, -100
13937, 47, 4809, -73
13993, 62, 4736, -108
14066, 186, 4628, -92
14265, 314, 4536, -20
14589, 390, 4516, -38
14987, 623, 4478, -32
15618, 735, 4446, -21
16364, 815, 4425, -6
17194, 723, 4419, -23
17930, 503, 4396, -28
18451, 96, 4368, 29
18559, -198, 4397, 9
18374, -515, 4406, 4
17870, -483, 4410, 35
17400, -485, 4445, 17
16932, -383, 4462, 43
16555, -369, 4505, 25
16193, -413, 4530, 13
15802, -400, 4543, 8
15418, -202, 4551, 18
15222, -213, 4569, -14
15013, -146, 4555, -27
14880, -85, 4528, 13
14805, -26, 4541, -13
14793, -108, 4528, -15
14702, -110, 4513, -4
14605, -52, 4509, -13
14559, -133, 4496, 2
14436, -17, 4498, 11
14429, 18, 4509, 6
14453, 5, 4515, 11
14469, -43, 4526, -8
14437, -16, 4518, 15
14431, -127, 4533, -21
14313, 14, 4512, 0
14334, 76, 4512, -27
14423, -2, 4485, 17
14427, -30, 4502, -15
14399, -25, 4487, -15
14383, 17, 4472, -1
14409, 12, 4471, -33
14431, -35, 4438, -61
14406, 2, 4377, 19
14415, -35, 4396, 4
14389, 30, 4400, 29
14428, 58, 4429, 16
14498, -27, 4445, 48
14480, 36, 4493, 106
14524, 22, 4599, 158
14560, 13, 4757, 205
14583, 124, 4962, 160
14715, 8, 5122, 188
14736, -43, 5310, 171
14706, -69, 5481, 67
14650, 13, 5548, 47
14674, 42, 5595, 40
14731, 43, 5635, 1
14786, -43, 5636, 14
14752, -74, 5650, -37
14686, 48, 5613, 22
14748, -41, 5635, -66
14727, -77, 5569, -51
14665, -16, 5518, -24
14666, -30, 5494, -47
14645, 16, 5447, -29
14669, 1, 5418, -28
14681, 70, 5390, -20
14761, 108, 5370, 30
14875, -40, 5400, -11
14852, 33, 5389, -24
14894, 51, 5365, -80
14954, -10, 5285, -39
14963, 21, 5246, -36
14992, 21, 5210, -34
15019, -79, 5176, -41
14949, -22, 5135, -57
14935, -7, 5078, -33
14945, 13, 5045, -6
14965, -20, 5039, -21
14958, -37, 5018, -17
14932, -112, 5001, -17
14834, -15, 4984, -3
14830, -89, 4981, -47
14752, 58, 4934, -32
14813, -4, 4902, -43
14824, -46, 4859, -2
14786, 97, 4857, -12
14887, 61, 4845, -2
14958, -58, 4843, 1
14914, -83, 4844, -37
14840, -46, 4807, 13
14805, 35, 4820, 5
14846, 19, 4825, -21
14871, -39, 4804, -27
14840, -43, 4777, -5
14805, 79, 4772, -8
14897, 30, 4764, -26
14935, -24, 4738, -5
14926, 5, 4733, 6
14945, 35, 4739, 40
14987, 12, 4779, 11
15008, -45, 4790, 54
14968, 58, 4844, 21
15040, -56, 4865, 6
14998, -54, 4871, 1
14955, -29, 4872, 11
14943, 67, 4883, 43
15017, 25, 4926, 18
15057, -9, 4944, 33
15056, -13, 4977, -23
15054, -32, 4954, -10
15031, -93, 4944, -9
14945, -88, 4935, 17
14871, -75, 4952, -6
14806, 11, 4946, -11
14825, -112, 4935, 16
14724, -113, 4951, -14
14626, -80, 4937, 3
14561, -77, 4940, -11
14488, 21, 4929, 10
14524, -37, 4939, -3
14500, -125, 4936, -1
14382, -9, 4935, 1
14389, -58, 4936, -13
14338, -93, 4923, 17
14255, -5, 4940, 28
14257, -49, 4968, 54
14222, -97, 5022, 56
14134, -12, 5078, 38
14135, -51, 5116, 38
14091, 2, 5154, 32
14102, -179, 5186, 44
13936, -69, 5230, -4
13874, -11, 5226, -12
13877, -10, 5214, 0
13883, -7, 5214, -17
13891, -2, 5197, 3
13896, 12, 5200, 6
13916, 71, 5206, -14
13997, -79, 5192, 47
13930, 100, 5239, 3
14037, 84, 5242, -4
14132, -39, 5238, 16
14102, 31, 5254, 7
14144, -74, 5261, 20
14077, -126, 5281, 7
13962, -114, 5288, 9
13862, -60, 5297, 24
13805, 9, 5321, -24
13824, 85, 5297, 26
13918, 55, 5323, 25
13977, 61, 5348, 35
14044, 93, 5383, -13
14144, 148, 5370, 1
14304, 335, 5371, 19
14652, 491, 5390, -34
15156, 669, 5356, -19
15837, 877, 5337, -23
16725, 987, 5314, -28
17719, 795, 5286, 19
18520, 337, 5305, 10
18865, -208, 5315, 13
18667, -714, 5328, 34
17971, -688, 5362, 33
17293, -494, 5395, 30
16805, -511, 5425, 39
16307, -452, 5464, 11
15866, -421, 5475, -5
15462, -382, 5470, -29
15093, -425, 5441, 3
14683, -309, 5444, 6
14392, -346, 5450, 7
14058, -189, 5457, -3
13878, -225, 5454, -12
13669, -231, 5442, 19
13454, -69, 5461, 24
13401, -151, 5485, 43
13255, -33, 5528, 70
13231, -45, 5598, 89
13199, -95, 5687, 141
13110, -51, 5828, 98
13073, 53, 5926, 68
13140, -60, 5994, -51
13092, 64, 5943, -32
13169, 54, 5911, -105
13234, 147, 5806, -108
13398, 176, 5698, -26
13586, 120, 5672, -51
13721, 280, 5621, -47
14016, 204, 5574, -18
14228, 222, 5556, -51
14460, 216, 5505, -55
14682, 85, 5450, -53
14779, 55, 5397, -67
14845, 39, 5330, -37
14891, 11, 5293, -53
14911, -185, 5240, -33
14735, -217, 5207, -25
14532, -262, 5182, -17
14285, -393, 5165, -2
13899, -201, 5163, 13
13703, -270, 5176, -21
13444, -209, 5155, -46
13242, -217, 5109, -20
13036, -173, 5089, 13
12870, -149, 5102, 47
12730, -72, 5149, 3
12666, -112, 5152, 8
12565, 47, 5160, -14
12621, -38, 5146, 7
12591, -20, 5153, -6
12584, 7, 5147, 3
12602, 83, 5150, 45
12691, 343, 5195, 13
13038, 406, 5208, 24
13454, 753, 5232, -16
14215, 980, 5216, 19
15199, 1425, 5235, -11
16629, 1841, 5224, -1
18476, 2281, 5223, 19
20766, 2603, 5242, -22
23383, 2866, 5220, -2
26256, 2833, 5218, -6
29095, 2292, 5212, -5
31398, 1432, 5207, -17
32850, -70, 5190, -20
32796, -1495, 5170, -21
31321, -2265, 5149, 0
29085, -2561, 5149, -15
26551, -2373, 5134, -1
24209, -2218, 5133, -45
22033, -1989, 5088, -15
20081, -1866, 5073, -33
18273, -1712, 5040, -30
16602, -1306, 5010, -34
15345, -1091, 4976, -10
14305, -910, 4966, -14
13432, -691, 4952, 34
12767, -513, 4986, 51
12276, -448, 5037, 13
11852, -372, 5050, 43
11508, -293, 5093, 30
11238, -200, 5123, 51
11050, -240, 5174, 7
10829, -260, 5181, 27
10583, -90, 5208, 55
10505, -76, 5263, 71
10440, -124, 5334, 28
10331, -99, 5362, 42
10243, -11, 5404, -23
10242, -29, 5381, -3
10222, -6, 5378, -25
10223, -21, 5353, -57
10208, -43, 5296, -44
10172, -25, 5252, -19
10156, -31, 5233, -58
10134, -79, 5175, -49
10065, -74, 5126, -92
9997, -27, 5034, -44
9978, -92, 4990, -70
9893, -123, 4920, -55
9781, -139, 4865, -44
9648, -104, 4821, -71
9552, -105, 4750, -21
9456, -121, 4729, -28
9346, -113, 4701, -42
9240, -72, 4659, 1
9180, -76, 4660, -43
9109, -106, 4617, -30
9008, -113, 4587, -7
8898, -86, 4580, 13
8821, -24, 4593, 7
8801, -86, 4600, -17
8725, 57, 4583, -12
8783, 17, 4571, 15
8809, 26, 4586, 29
8841, 118, 4615, 23
8962, 210, 4638, 37
9178, 294, 4675, 57
9479, 439, 4732, 104
9923, 710, 4836, 196
10638, 1051, 5032, 257
11695, 1546, 5289, 412
13248, 2182, 5701, 599
15443, 2810, 6300, 884
18270, 3376, 7184, 1236
21663, 3546, 8420, 1687
25239, 2793, 10107, 2122
28074, 1006, 12229, 2464
29147, -1121, 14693, 2446
28131, -2633, 17139, 1717
25635, -3223, 18856, 371
22619, -3415, 19227, -849
19479, -3319, 18378, -1659
16493, -2750, 16719, -1546
14069, -2186, 15173, -1418
12152, -1549, 13755, -1267
10804, -1109, 12488, -1270
9833, -685, 11218, -1081
9242, -567, 10137, -678
8741, -369, 9459, -392
8413, -316, 9067, -367
8119, -233, 8700, -404
7906, -162, 8296, -376
7755, -178, 7920, -285
7590, -83, 7635, -272
7516, -76, 7363, -261
7450, -122, 7102, -227
7344, -131, 6875, -151
7221, -140, 6724, -181
7096, -106, 6543, -286
6998, -63, 6257, -288
6943, -85, 5969, -256
6863, -112, 5713, -267
6759, -60, 5446, -215
6708, -96, 5231, -154
6617, -80, 5077, -138
6541, -76, 4939, -106
6474, -67, 4833, -71
6418, -50, 4762, -90
6371, -68, 4672, -47
6306, -97, 4625, -47
6215, -38, 4578, -68
6189, -78, 4510, -27
6118, 8, 4483, -52
6133, -43, 4431, -29
6100, -45, 4402, -73
6065, -53, 4329, -35
6017, -29, 4294, -43
5993, 41, 4251, -28
6039, -9, 4223, -39
6036, -1, 4184, -45
6040, -64, 4139, -27
5977, -27, 4112, -50
5956, -22, 4062, -33
5937, 6, 4029, 1
5950, 56, 4030, -51
6013, 68, 3979, -7
6091, 108, 3972, -3
6206, 142, 3969, -28
6351, 220, 3941, -23
6576, 448, 3918, -15
7026, 670, 3903, -9
7698, 1093, 3894, 0
8796, 1621, 3894, 16
10419, 2416, 3910, -23
12844, 3627, 3887, -18
16474, 5326, 3869, 8
21804, 7703, 3877, -9
29510, 10684, 3868, -40
40201, 14167, 3828, 1
54372, 16601, 3829, -26
70977, 16246, 3803, -15
87224, 12196, 3788, -4
99425, 5355, 3784, 0
104787, -2316, 3784, 4
102480, -7082, 3788, 3
95416, -8783, 3791, -7
86663, -9725, 3784, 12
76964, -10285, 3796, 7
66725, -10273, 3803, 31
56506, -8837, 3834, 36
47737, -7386, 3870, 26
40430, -6016, 3896, 56
34508, -4832, 3952, 48
29811, -3840, 4000, 80
26133, -2594, 4080, 113
23747, -1134, 4193, 170
22869, 482, 4363, 238
23624, 1975, 4601, 305
25849, 3188, 4906, 485
29203, 3234, 5391, 690
32548, 2350, 6081, 968
34960, 253, 7049, 1326
35252, -2262, 8375, 1780
33015, -3603, 10155, 2185
29442, -3909, 12340, 2656
25562, -3587, 14996, 2597
22002, -2904, 17593, 1949
19128, -2376, 19542, 715
16769, -2263, 20257, -786
14521, -1954, 19471, -1948
12591, -1502, 17523, -1956
11112, -1181, 15567, -1766
9957, -867, 13801, -1444
9117, -682, 12357, -1187
8455, -661, 11170, -1120
7820, -479, 10050, -991
7367, -338, 9059, -902
7047, -294, 8157, -769
6764, -258, 7388, -580
6521, -225, 6808, -445
6307, -168, 6363, -285
6152, -120, 6078, -169
6043, -146, 5909, -146
5904, -60, 5763, -114
5850, -98, 5649, -82
5762, -148, 5567, -65
5621, -80, 5502, -76
5549, -36, 5426, -144
5519, -52, 5282, -186
5472, -4, 5096, -189
5473, -67, 4907, -222
5410, -63, 4685, -227
5354, -67, 4458, -187
5288, -28, 4271, -168
5261, -41, 4103, -135
5223, -7, 3968, -139
5221, -23, 3829, -118
5203, 39, 3711, -87
5244, -16, 3624, -77
5228, 7, 3547, -27
5239, 7, 3520, -51
5251, -26, 3469, -44
5231, 0, 3425, -58
5233, -17, 3367, -67
5224, -27, 3300, -30
5205, -30, 3270, -36
5181, -27, 3234, -26
5162, -24, 3208, -42
5139, -16, 3166, -33
5125, -4, 3133, -15
5126, -61, 3118, -5
5071, -26, 3113, -19
5050, 6, 3094, -19
5058, -25, 3075, -9
5037, -41, 3066, 5
4999, -31, 3071, -5
4973, 1, 3066, 20
4976, 29, 3086, -19
5008, -23, 3067, -17
4989, -11, 3050, 2
4983, -18, 3052, 9
4970, 8, 3061, -12
4982, 12, 3049, -8
4998, -18, 3041, 12
4988, -49, 3053, 5
4943, -16, 3058, -19
4932, 19, 3039, -5
4952, -33, 3034, 1
4923, -4, 3035, 42
4927, -17, 3077, 19
4915, -9, 3096, 22
4909, 8, 3118, 19
4921, -21, 3137, -15
4906, 12, 3122, -2
4922, 14, 3120, 5
4939, -1, 3125, -8
4944, 32, 3117, -16
4978, -17, 3101, -24
4963, -6, 3077, -13
4961, 15, 3064, 29
4979, 9, 3093, 54
4991, 0, 3147, 101
4991, 22, 3248, 130
5015, -16, 3378, 210
5000, 15, 3588, 256
5019, -10, 3844, 361
5013, -24, 4205, 491
4993, -14, 4696, 520
4979, -1, 5216, 457
4984, -18, 5673, 317
4967, -25, 5990, 186
4951, -71, 6176, 139
4886, -3, 6315, 65
4884, -2, 6380, -13
4885, -5, 6367, -40
4887, -22, 6327, -294
4866, -9, 6033, -311
4862, -2, 5722, -269
4862, -31, 5453, -176
4836, -32, 5277, -179
4806, 40, 5098, -112
4853, -12, 4986, -102
4843, -27, 4884, -115
